,source,source_delfy,target,target_delfy
9322,"Translate this sentence from eng to afr: Rather, when a person dies, the spirit of that person is goes to one of two places.",1.9241248412510954e-06,"Dit leer eerder dat wanneer iemand sterf, die gees van daardie persoon na een van twee plekke gaan.",5.959047568179884e-07
9323,Translate this sentence from eng to afr: better than the dividend yield.,1.1509167525809772e-05,beter weer dan die gegrond op het dividendbedrag.,1.3614098345147434e-05
9324,"Translate this sentence from eng to afr: Thank you for sharing it with us, enjoyed reading it and it opening my eyes to the pitfalls of social media.:) Grace & síochána.",3.9588720522821155e-06,"Dankie vir die deel dit met ons, geniet om dit te lees en dit die opening van my oë na die slaggate van sosiale media.:) Grace & vrede.",1.3605421765667192e-05
9325,Translate this sentence from eng to afr: What if you get infected:,6.421010871481598e-06,Hoe word je besmet:,5.292032970668109e-06
9326,"Translate this sentence from eng to afr: Begin and then the work will be completed.""",2.652150195070656e-06,"Begin en dan is het werk voltooid. """,5.186323208105044e-06
9327,Translate this sentence from eng to afr: The targeting peptide is a fragment of a molecule known as urokinase-type plasminogen activator; this fragment binds to a receptor that is overexpressed by breast cancer cells.,1.531017589343407e-05,Die geteikende peptied is 'n fragment van 'n molekule bekend as urokinase-tipe plasminogeenaktivator; hierdie fragment bind aan 'n reseptor wat te veel deur borskankerselle uitgedruk word.,1.4175932484196171e-05
9328,"Translate this sentence from eng to afr: We aren't the poor.""",2.1243194031201808e-05,"Ons is nie arm nie.""",2.4605073582176423e-05
9329,Translate this sentence from eng to afr: There's a parallel with today.,3.210745674916108e-06,Daar is parallelle met vandag.,7.260852450745873e-06
9330,Translate this sentence from eng to afr: Accepting american express as well.,6.265285535271611e-06,American Express word ook aanvaar.,1.2347548051887373e-05
9331,Translate this sentence from eng to afr: One of the best values in San Miguel,1.0453408151388153e-05,Beste waarde in San Miguel,8.100221467019877e-06
9332,Translate this sentence from eng to afr: You could have a conscience.,9.261940124262664e-06,jy kan dalk 'n bewuste,1.9652990464937344e-06
9333,Translate this sentence from eng to afr: Theyâ re not working on behalf of the people.â,1.1885032034681332e-05,• Hulle kan dus NIE namens ʼn volk optree nie,9.43310675438044e-06
9334,"Translate this sentence from eng to afr: The video for Style was shot around Los Angeles and directed by film director and screen writer, Kyle Newman (Fanboys, The Hollow).",5.6026163685801155e-06,"Die dromerige video is in Los Angeles geskiet deur die filmregisseur en draaiboekskrywer Kyle Newman (Fanboys , Die holte).",1.5087222567681341e-05
9335,"Translate this sentence from eng to afr: Cat can not be enslaved, it only can be persuaded to live with us and graciously accept gifts in the form of disinterested food, care and affection.",4.776085521946382e-06,"Kat kan nie verslaaf word, kan dit net nie oortuig word om te lewe met ons en genade geskenke in die vorm van belangelose kos, sorg en liefde aanvaar.",1.0592780093446836e-05
9336,"Translate this sentence from eng to afr: For every door that closes, another opens.""",2.480891561952029e-06,"""Voor elke deur die sluit, is er een andere die opengaat.""",8.163756281751847e-06
9337,Translate this sentence from eng to afr: Slow Money is about asking people to consider the costs and benefits associated with the production of our food.,4.386916830050798e-06,Stadige geld gaan oor mense om die koste en voordele wat verband hou met die produksie van ons kos te oorweeg.,2.236214902476071e-05
9338,Translate this sentence from eng to afr: There is as cacophony in my head.,1.4644730415711547e-05,is daar net kakofonie in my kop,1.24505342982783e-05
9339,Translate this sentence from eng to afr: You will see them on the left:,5.03626105805763e-06,Via onderstaande links vind je;,5.222071013540592e-06
9340,"Translate this sentence from eng to afr: We've been very worried about him, but ever since you were here, his whole attitude has changed.",1.6356754794297387e-06,"Ons was so bekommerd oor hierdie seuntjie, maar vandat jy gister hier weg was, het sy hele gesindheid verander.",6.07031023105193e-06
9341,Translate this sentence from eng to afr: Lord of the tinder,2.024356814555827e-05,God of Tinder,3.275498409869561e-06
9342,Translate this sentence from eng to afr: But is he the one who's wrong?,1.7460585672773049e-06,Is dit degene die fout gaat?,2.363990733836425e-05
9343,Translate this sentence from eng to afr: in order to amuse myself.,3.959834643216401e-06,Om myself te geniet.,3.4511653907298405e-08
9344,Translate this sentence from eng to afr: 2020: The Year of the Pandemic,2.149713375146741e-05,Prev2020: Die pandemie,1.2674365417470232e-05
9345,Translate this sentence from eng to afr: We can't eat promises.,4.0778767378572085e-06,Jy kan tog nie beloftes eet nie.,8.531395141834917e-06
9346,Translate this sentence from eng to afr: The males must protect and defend them in all circumstances.,5.721302887685373e-06,Die mannetjies moet hulle in alle aangeleenthede beskerm en verdedig.,1.630052532467226e-05
9347,"Translate this sentence from eng to afr: In the spring, it is better to do pinching of the shoots: the shoots of last year at the site of the knot are pinned into pots with loose earth and peat, dug into the ground below the surface level, so that no water will spread during irrigation.",6.694685346647221e-06,"Dit is beter om in die lente te doen vaslote: lote van verlede jaar op die plek van die knoop word in potte met los aarde en turf vasgesteek, onder die oppervlak in die grond gegrawe, sodat water nie versprei tydens natmaak nie.",8.823138816527323e-06
9348,Translate this sentence from eng to afr: He knows about the ladies.,1.3937581976320536e-05,Natuurlik weet hy van die meisies.,1.0265805489689072e-05
9349,"Translate this sentence from eng to afr: His father was a white man, whom he knew very little about.",3.3644599640012074e-07,Sy vader was 'n Griek van wie ons nie veel weet nie.,3.3407021806678485e-06
9350,"Translate this sentence from eng to afr: So, in that state - where I was in that place emotionally - I went in and I went into the room by myself, and I looked at the actual mirror in the music video, and I had a conversation [with] myself to every question I had in my mind in that moment: 'Wow, this feeling changes everything and you can't help it.",2.658802061684911e-07,"Dus, in daardie toestand - waar ek emosioneel op daardie plek was - het ek ingegaan en alleen in die kamer gegaan, en ek het na die werklike spieël in die musiekvideo gekyk, en ek het met myself 'n gesprek gevoer oor elke vraag Ek het op daardie oomblik in my gedagtes gedink: 'Sjoe, hierdie gevoel verander alles en jy kan nie anders nie.'",5.450299483353954e-06
9351,Translate this sentence from eng to afr: It seems so strange to speak of him in the past tense.,6.9041655263229936e-06,"""Dit voel eintlik snaaks om van hom te praat in die verlede tyd.",1.8416132477888232e-05
9352,Translate this sentence from eng to afr: directs attention to the messenger and the message.,8.09798467953053e-06,bringer van die Boodskap en die Boodskap self.,5.790176967872244e-06
9353,Translate this sentence from eng to afr: The Road to Self-Empowerment Shakopee MN,9.46676664228128e-06,Self Branding Firms Shakopee MN,2.191990224799305e-05
9354,Translate this sentence from eng to afr: The Pirates of Penzance. includes dialogue.,2.8404521691426466e-05,Die Pirates of Penzance. sluit dialoog.,8.387933757867198e-06
9355,Translate this sentence from eng to afr: What do you think we can expect from this huge event?,8.562944823668534e-06,En wat kan ons van hierdie groot dag verwag?,1.991666388970213e-05
9356,"Translate this sentence from eng to afr: I'm putting together a...group, of sorts.",1.0964650002561196e-05,begin groepeer- soort by soort.,7.260986616957823e-06
9357,Translate this sentence from eng to afr: Wonderful time with two people.,1.3177731540923398e-05,Wonderlike tyd gehad met twee mense.,2.1556400407536158e-08
9358,Translate this sentence from eng to afr: He remembers who he was.,3.21040307033904e-06,Hy onthou wel wie hy was.,6.775699844122174e-11
9359,Translate this sentence from eng to afr: Join your total product development process in a single cloud-based platform that works on both Mac and COMPUTER.,2.0866096859700267e-06,Dit verbind jou hele produk ontwikkeling proses in 'n enkele wolk-gebaseerde platform wat werk op beide Mac en PC.,5.2006702280099755e-06
9360,"Translate this sentence from eng to afr: Concealed behind the raw numbers are lives forever altered, not only for the 50,000 American troops ""wounded in action,"" but also for hundreds of thousands more suffering from p ost-traumatic stress disorder (PTSD) and other mental health problems--fully one third of those deployed--and traumatic brain injuries (inflicted on over a quarter of a million troops).",6.189528228538054e-06,"Weggesteek agter die rou syfers is lewens wat vir altyd verander is, nie alleen vir die 50 000 Amerikaanse troepe wat ""in aksie gewond"" is nie, maar vir die honderd duisende meer wat ly aan post-traumatiese stres wanorde (PTSD) en ander geestelike gesondheidsprobleme - soveel as 'n derde van al die soldate - en traumatiese brein beserings (wat meer as 'n kwart miljoen troepe geraak het).",1.1895735599777827e-05
9361,Translate this sentence from eng to afr: I will only choos...,3.5106429815715667e-06,Ek kies alleen...,7.146860713498214e-12
9362,"Translate this sentence from eng to afr: 4 They are to team with you and attend to the Tent of Meeting, for all the service of the Tent.",8.88273376361028e-06,"4 Hulle moet by jou aansluit en die diens by die tent van ontmoeting waarneem, al die werk by die tent.",1.4151584838978368e-05
9363,Translate this sentence from eng to afr: How to Play Pharaoh's Tomb,6.421113078695385e-06,Hoe speel in 'n spel Die Pharaons Tomb,9.076065563859315e-06
9364,"Translate this sentence from eng to afr: Eye at the Fingertips, which was started in 2006, was photographed with a digital compact camera.",4.8122722028900176e-06,"Oog by die vingerpunte, wat in 2006 begin en steeds aan die gang is, word met 'n digitale kompakte kamera gefotografeer.",7.033281335684766e-06
9365,Translate this sentence from eng to afr: According to our man... yes.,8.559929656384808e-06,Volgens my man ... ja.,9.544428183420604e-16
9366,Translate this sentence from eng to afr: One he couldn't get enough of. - Richelle E. Goodrich,5.658392759611163e-06,Halloween is nou op hande. - Richelle E. Goodrich,2.6566504659209454e-05
9367,"Translate this sentence from eng to afr: What do you ask yourself, often?",5.500300211530101e-06,Wat is die veelal vra jy?,6.13535812450963e-06
9368,Translate this sentence from eng to afr: The goals of design are low cost and differentiation.,6.889595546052454e-06,Die doelstellings van ontwerp is lae koste en differensiasie.,1.0533800692022885e-05
9369,Translate this sentence from eng to afr: to try new strategies.,1.0926661812391687e-05,Try New Strategies.,2.5601789857105097e-05
9370,Translate this sentence from eng to afr: So you can run away again?,1.8855051975355426e-06,Kan jy weer ontsnap?,2.8520519184881303e-06
9371,Translate this sentence from eng to afr: Remember: access is free and you can leave at any time.,5.937690886678738e-07,Onthou: toegang is gratis en jy kan enige tyd.,9.021440023046651e-06
9372,"Translate this sentence from eng to afr: Pro: If you run a small retailing business, you'll know you're working with someone who understands your industry if you choose a ProAdvisor with this certification.",4.5493952575510306e-06,"Pro: As jy 'n klein kleinhandel besigheid bedryf, sal jy weet jy werk met iemand wat jou bedryf verstaan   as jy 'n ProAdvisor met hierdie sertifisering kies.",1.3947150937778893e-05
9373,"Translate this sentence from eng to afr: The contribution of this vitamin from the diet (green leafy vegetables, broccoli, Brussels sprouts or soybeans, for example) is essential until the end of the treatment and reestablish the microbial balance.",6.931034587280278e-06,"Die bydrae van hierdie vitamien aan die dieet (byvoorbeeld groenblaargroente, broccoli, Brusselse spruite of sojabone) is noodsaaklik tot die einde van die behandeling en die mikrobiese balans herstel.",1.080147543081472e-05
9374,Translate this sentence from eng to afr: The Chair of the jury for 2013,8.983155606436348e-06,Jury Raadslid van het Jaar 2013,1.513161685438949e-05
9375,Translate this sentence from eng to afr: What is ROM and How Does it Work?,5.1367379367145e-06,Is rome doeltreffend en hoe werk dit?,1.2096064020205443e-05
9376,Translate this sentence from eng to afr: The beautiful woman is my date.,5.087902268266753e-06,Wonder Woman is my date 😍,1.3442410360223862e-05
9377,Translate this sentence from eng to afr: More people to choose from.,5.3397428724896815e-05,Vir meer mense om van te kies.,4.697538599256271e-05
9378,Translate this sentence from eng to afr: Kim Jong-il General Secretary of the Workers' Party of Korea,5.28406366332115e-06,Kim Jong-il Voorsitter van die Arbeidersparty van Korea,1.766729169122891e-05
9379,"Translate this sentence from eng to afr: First of all, you need to choose the right planting material and the future place of growth of the tree.",2.9761033183220256e-06,In die eerste plek moet u die regte plantmateriaal en die toekomstige plek van groei van die boom kies.,1.449998610123026e-05
9380,Translate this sentence from eng to afr: How to play the game online Pretty interesting solitaire in which to place the cards in a certain order to form a pyramid of them.,5.617619474911519e-06,Hoe om die spel te speel aanlyn Redelik interessant solitaire waar die kaarte te plaas in 'n sekere volgorde te vorm van 'n piramide van hulle.,8.116323268081808e-06
9381,Translate this sentence from eng to afr: Your bed should be a safe haven for you.,4.261284802094171e-06,Jou bed moet jou veilige hawe wees.,1.4158017626401897e-06
9382,"Translate this sentence from eng to afr: Over the next five years, they launched a small selection of new sports models based on a thorough redo of the DOHC 650 cc parallel-twin derived from the old Alpino, upped to 668 cc and clothed in contemporary superbike livery.",9.90568797636259e-06,"Oor die volgende 5 jaar, hulle begin met 'n klein seleksie van nuwe sport modelle wat gebaseer is op 'n deeglike oordoen van die koeëlvaste DOHC 650 cc parallel tweeling afgelei van die ou Alpino, upped na 668 cc en geklee in kontemporêre superfiets livrei.",1.3663855625488913e-05
9383,Translate this sentence from eng to afr: 12 The fire on the altar shall be kept burning on it.,6.021058961101588e-06,13 Die vuur op die altaar moet voortdurend aan die brand gehou word.,9.062223454515859e-06
9384,"Translate this sentence from eng to afr: [Jun 7 12:17 PM] Budweiser's parent company, Anheuser-Busch InBev, is doubling down on its interest in using blockchain tech to assist unbanked workers.",9.34416591624605e-06,budweiser s ouer maatskappy anheuser busch inbev is doubling neer op sy rente in gebruik blockchain tegnologie te help unbanked werknemers,1.1053387535225323e-05
9385,Translate this sentence from eng to afr: Restaurants of all varieties are nearby.,1.6175481429026724e-05,Restaurante van elke aard is baie naby.,2.2371417313092484e-06
9386,"Translate this sentence from eng to afr: The show spans a full three days, is held annually in Las Vegas's Mandalay Bay Convention Center, and 2018 alone hosted an incredible 40,000 attendees and a record-breaking 1415 exhibitors from 56 different countries.",7.903308617307276e-06,"Die skou strek oor drie dae, word jaarliks   in die Mandalay Bay-konferensiesentrum in Las Vegas gehou, en alleen hierdie jaar was daar 'n ongelooflike 40.000 deelnemers en 'n rekord-breek van 1415 uitstallers uit 56 verskillende lande.",1.0245781927216646e-05
9387,Translate this sentence from eng to afr: This Governor Sarah Palin.,1.6585833909140977e-05,Dit Sarah Palin.,1.9157458096362008e-05
9388,Translate this sentence from eng to afr: Have you accidentally deleted a contact from the address book of your Android smartphone and don't know how to recover it?,7.1141868318114675e-06,Het u per ongeluk Google-soekbalk-widget van u Android-tuisskerm verwyder en weet u nie hoe om dit terug te kry nie?,1.7371628044211283e-05
9389,Translate this sentence from eng to afr: They developed the concept of zero.,2.1921511458833143e-05,Hulle het die konsep van nul ontwikkel,2.7334577511925935e-05
9390,Translate this sentence from eng to afr: When Love Is A One-Way Street,3.578682475441645e-06,Wanneer liefde ʼn eenrigting straat geword het,5.201314751620085e-06
9391,Translate this sentence from eng to afr: We will describe this process step-by-step:,1.5056613338761452e-05,Ons sal hierdie proses stap vir stap beskryf:,4.7183282691218123e-08
9392,Translate this sentence from eng to afr: Stay away from areas where people are smoking.,1.0663033823090795e-05,Bly weg van plekke waar mense rook.,1.2625897169766636e-07
9393,Translate this sentence from eng to afr: The Goddess and the Media,2.350631921858448e-05,Godsdiens en die media,1.8432520147042106e-05
9394,Translate this sentence from eng to afr: It is good or us.,1.3851539154646332e-05,Is goed of ons.,9.187548028291486e-05
9395,Translate this sentence from eng to afr: Where will we be seeing you in the next few months/years?,2.953633923916251e-06,Waarin sien ons jou nog in die volgende paar maande?,4.9246364872503475e-06
9396,Translate this sentence from eng to afr: Johnny mrs fire pleads with his teacher but his desperate words aren't going to change her mind.,3.3314598704837605e-06,"Johnny pleit met sy onderwyser, maar sy desperate woorde is nie van plan",1.6035743796104296e-05
9397,Translate this sentence from eng to afr: Baby that just isn't enough,2.053521416166904e-06,Kinders wat net nie genoeg,2.0803727532145502e-06
9398,Translate this sentence from eng to afr: Epstein wouldn't go to jail if he lives in Japan.,7.905576097866404e-06,MRK gaan Etzebeth nie 'pla' terwyl hy in Japan is,1.0975901976026979e-05
9399,Translate this sentence from eng to afr: child right away.,3.3571510277851556e-05,Sofort kinder an.,1.382949368422239e-05
9400,Translate this sentence from eng to afr: succeeded Prof.,8.561067098842741e-06,suksese Prof,2.0250553658793953e-05
9401,Translate this sentence from eng to afr: He moved his mouth but did not speak.,1.507222187639891e-06,"Hy het sy mond beweeg, maar nie gepraat nie.",1.210820294854819e-05
9402,Translate this sentence from eng to afr: The re-use of illustration for an entirely different purpose than,5.044637685408516e-06,medisyn'e gebruik vir 'n heel ander doel as,4.740430601324173e-06
9403,"Translate this sentence from eng to afr: ""At the end of the day, health is personal.",2.4627549463473178e-05,Op die ou end is gesondheid iets persoonlik.,1.8162433773550256e-06
9404,"Translate this sentence from eng to afr: The Love I Saw in You Was Just a Mirage, 3.",3.844895488657064e-06,Die liefde wat ek gesien het in Jy was net 'n Mirage.,3.943629985769207e-05
9405,Translate this sentence from eng to afr: Discovering family secrets.,1.0995716456638243e-05,Ontdek het familiegeheim,1.210142079626767e-05
9406,"Translate this sentence from eng to afr: ""It will not be a criminal offence for an adult person to use or be in possession of cannabis in private space.""",6.193560274766906e-06,"""Dit sal nie 'n strafbare oortreding wees vir 'n volwasse persoon om dagga te gebruik of te besit in 'n privaat ruimte nie.""",1.72353588359928e-05
9407,Translate this sentence from eng to afr: So much can be said about the value of quality time spent with a child.,2.1494072450120995e-06,Soveel kan gesê word oor die waarde van kwaliteitstyd wat met 'n kind spandeer word.,4.8145972821896826e-06
9408,Translate this sentence from eng to afr: Elementary School 3 1.,7.005506140961689e-06,Leeruitkomste 3 1.,1.2101420751242163e-05
9409,Translate this sentence from eng to afr: Officially past the halfway mark.,2.7047259338881682e-05,Defnitief verby die halfpadmerk.,1.8178366378755027e-05
9410,Translate this sentence from eng to afr: You can also use a chemical treatment.,1.58361366087371e-05,Daarbenewens kan jy chemiese verwerking doen.,7.95466153761768e-06
9411,"Translate this sentence from eng to afr: ""But if I were you, I'd be careful.",4.467104107619888e-06,"""As ek jy is, sal ek versigtig wees.",1.5328846895696807e-05
9412,"Translate this sentence from eng to afr: This tool bolsters the work of existing contact tracers, whose value in engaging community members cannot be diminished by technology.""",3.867491570536663e-06,"""Die toerusting versterk die werk van die huidige kontakopspoorders wie se waarde om die gemeenskap te betrek nie deur tegnologie verminder word nie.""",2.0345204032876548e-05
9413,Translate this sentence from eng to afr: A special place to remember your loved ones,4.2626788082387626e-06,'n Plek om geliefdes te onthou,5.168480602808802e-06
9414,Translate this sentence from eng to afr: I have tried to explain this to my doctors.,1.4674394601386933e-05,Ek het dit aan my dokter probeer verduidelik.,6.375598245650579e-06
9415,"Translate this sentence from eng to afr: You need to have one person responsible for the security of your computer systems and keeping track of things such as accounts, passwords, and software.",4.95962706130237e-06,"Jy moet een persoon wat verantwoordelik is vir die sekuriteit van jou rekenaarstelsels, en hou van dinge soos rekeninge, wagwoorde en sagteware.",9.66776799486732e-06
9416,Translate this sentence from eng to afr: He ordered the slaughter of all the male babies under the age of 2 in Bethlehem.,7.719502711292495e-06,Hy beveel die dood van alle manlike kinders onder twee in Bethlehem.,8.272300408570256e-06
9417,Translate this sentence from eng to afr: in the town of Sitia.,7.93456103229626e-06,in ons dorp siesta.,1.5553292378315974e-05
9418,Translate this sentence from eng to afr: She had lost the first set.,4.092649461415325e-06,Sy het die eerste stel verloor.,4.096208160363898e-05
9419,Translate this sentence from eng to afr: It is even more difficult to assess it when you're in fear of your life (and the life of your beloved ones).,3.729005377187311e-06,Dit is beter om van aangesig tot aangesig te praat (tensy jy bang is vir jou lewe).,1.3754609001960996e-05
9420,Translate this sentence from eng to afr: Led by Pastor Russell.,1.4206827165250949e-05,as Reverend Russell .,2.4202841502484326e-05
9421,Translate this sentence from eng to afr: The top 15 countries with the largest areas of restoration hotspots are distributed across all tropical rainforest regions around the world.,6.124170246857711e-06,Die top-15-lande met die grootste gebiede van restauratie-hotspots word versprei oor alle tropiese reënwoudstreke regoor die wêreld.,1.0129840366959872e-05
9422,Translate this sentence from eng to afr: I feel like I'm living in the wrong time.,4.174728104833778e-06,Ek is seker daarvan ek lewe in verkeerde tyd.,1.8962111883524244e-06
9423,Translate this sentence from eng to afr: the hard frost.,2.7848880834616693e-05,die hard FROST,1.2101426636997266e-05
9424,"Translate this sentence from eng to afr: Yes, everyone knows of his speed, energy and offensive capabilities.",4.583137703397921e-06,"Ja, almal weet van sy snelheid, energie en aanstootlike vermoëns.",5.595818286098998e-06
9425,Translate this sentence from eng to afr: The Florida Man told the authorities that it was all a joke.,3.0986704739177454e-06,Die fopfees se organiseerders het aan die BBC gesê die hele ding was 'n grap.,7.572338065819819e-06
9426,Translate this sentence from eng to afr: 3x05 - Who's the Boss:,1.264984387403701e-05,31x05 - Die Gejagten:,2.4202841502484326e-05
9427,Translate this sentence from eng to afr: interest to do something.,2.561990067117458e-05,Maar interesse te doen wat.,1.1508178857700603e-05
9428,Translate this sentence from eng to afr: The two of them kept dancing until the song ended.,5.737177647030832e-06,Hulle dans na aan mekaar tot die lied stop.,2.9146005588045777e-06
9429,Translate this sentence from eng to afr: What types of holiday.,2.656447073626903e-05,Watter tipe van vakansie kan.,2.3482415092402723e-06
9430,"Translate this sentence from eng to afr: Let me start by saying that the current conditions are different from all previous periods and trying to predict what the market recovery is going to look like, is basically impossible.",4.432222430737172e-06,"Laat ek begin deur te sê dat die huidige omstandighede anders is as alle vorige tydperke en om voorspellings te probeer maak oor hoe die markherstel gaan lyk, is basies onmoontlik.",6.9655571968847285e-06
9431,"Translate this sentence from eng to afr: The couple have two daughters, Sunday Rose, 4, and Faith Margaret, 2.",4.373259716319909e-06,"Die paartjie het twee dogters, Sunday Rose en Faith Margaret.",1.3788022669881242e-05
9432,Translate this sentence from eng to afr: Don't Lose Before you Start.,5.066679086764996e-06,Moenie verloor voordat jy begin het nie.,4.452119551955579e-09
9433,"Translate this sentence from eng to afr: While there are a few decent free VPNs out there, none of them have the capacity to break through the Netflix block.",3.849675602980068e-06,"Daar is 'n paar ordentlike gratis VPN's daar, maar nie een van hulle het die vermoë om deur die Netflix-blok te breek nie.",1.5143652951827647e-05
9434,Translate this sentence from eng to afr: This results in a substantial energy saving.,7.290464653553393e-06,Die resultaat het beduidende energiebesparing.,7.424553687704566e-06
9435,Translate this sentence from eng to afr: Thirteen and a half hours of radio in the latter days.,5.812901162234321e-06,Dertien en 'n half uur van die radio in die laaste dae.,2.3519714853863752e-05
9436,"Translate this sentence from eng to afr: Let's see that most of these do not make sense in GIS because they are attributes of objects, for example:",4.138705437154812e-06,"Kom ons sien dat die meeste van hulle nie sin maak in GIS nie, omdat hulle eienskappe van voorwerpe is, byvoorbeeld:",7.906962938173044e-06
9437,Translate this sentence from eng to afr: Tools of the trade cookware.,1.2847536380896461e-05,Tools Of Trade Cookware,1.680307268441817e-05
9438,Translate this sentence from eng to afr: Phillips: Tight End (TE) - you've got to bring the maximum effort.,6.8435649050498674e-06,Vertaling: Maar jy moet maak - Complete score.,1.3539499602274543e-05
9439,"Translate this sentence from eng to afr: And there they are in hell forever, and ever, and forever.",1.4223650724441127e-05,daarom sal hulle in hel en hades vir ewig aan mekaar behoort.,3.051234960012302e-06
9440,Translate this sentence from eng to afr: GOD is the GOD KING.,2.1796006564521973e-05,"God is Koning,",1.3376699729662358e-07
9441,"Translate this sentence from eng to afr: Favorite song: ""What You See Is What You Get"" by Luke Combs",6.102462678595669e-06,"Deel songtekst ""What You See Is What You Get"" van Luke Combs",1.8118461759899647e-05
9442,Translate this sentence from eng to afr: nor my heart.,1.3445307778013054e-05,Ook nie my hart nie.,3.8259556104750005e-05
9443,"Translate this sentence from eng to afr: Paul Stephen, Principal and Chief Executive, Newham College",8.892060017297749e-06,"Paul Stephen, Hoof en uitvoerende hoof, Newham College in Londen",9.838994712810586e-06
9444,Translate this sentence from eng to afr: Choose another region...,1.191652655569867e-05,Kies ander land...,1.5676722877987964e-20
9445,Translate this sentence from eng to afr: A large chunk of the evidence focused on an infamous scandal involving his youngest and most famous alleged victim - R&B star Aaliyah.,1.2626346162399385e-05,'N Groot deel van die getuienis fokus op 'n berugte skandaal waarin sy jongste en bekendste beweerde slagoffer betrokke was: R&B fenoom Aaliyah.,9.743097007055397e-06
9446,"Translate this sentence from eng to afr: ""We're thinking too.""",1.740643684527662e-05,ons ook nadenken',1.2101420751242163e-05
9447,"Translate this sentence from eng to afr: ""Religious aspects aside, for many people Christmas is that unique time of the year when the demands of work finally disappear, if only for a brief period.",3.9465758520710005e-06,"eligious aspekte ter syde stel, vir baie mense Kersfees het wat uniek tyd van die jaar wanneer die eise van die werk uiteindelik verdwyn, al is dit net vir 'n kort tydperk is.",1.069924439093583e-05
9448,Translate this sentence from eng to afr: He is in a better PLACE!!!,2.168460061494053e-05,Sy is op 'n beter plek!!,5.283026187623943e-05
9449,Translate this sentence from eng to afr: The Patriarchal Church,2.328590863245519e-05,Patriarchale kerk,1.8152131130084305e-05
9450,"Translate this sentence from eng to afr: A refractory period,",1.0665695598107208e-05,"Reindeer Period,",3.630426225372649e-05
9451,Translate this sentence from eng to afr: She's dealing with so much rn.,5.632960177424999e-06,We're swooning so hard rn.,1.1838242956703024e-05
9452,Translate this sentence from eng to afr: a carefree person.,1.4443202275218653e-05,die betreuende Person.,2.4202841502484326e-05
9453,Translate this sentence from eng to afr: Deuteronomy 28:54 The most t.... man among you,4.443479797265813e-06,"Deuteronomium 28:54 - SVV - Aangaande den man, die teder onder u, en die ze...",1.3686960790658338e-05
9454,Translate this sentence from eng to afr: He liked it very much and encouraged me to finish it and send it.,9.82380554051251e-06,Hy het daarvan gehou en my aangemoedig om dit klaar te skryf.,1.2777505102200837e-05
9455,"Translate this sentence from eng to afr: This Enabling and Managing Microsoft Office 365 Training course focuses on skills required to set up an Office 365 tenant, including federation with existing user identities, and skills required to sustain an Office 365 tenant and its users.",7.133431264442956e-06,"Die aanstuur en bestuur Kantoor 365 opleiding fokus op die vaardighede wat nodig is om 'n Kantoor 365 huurder op te stel, alliansie met bestaande gebruikersidentiteite, en 'n Kantoor 365 huurder en sy gebruikers in stand te hou.",8.487257973270552e-06
9456,"Translate this sentence from eng to afr: The Rhodes International Center for Writers and Translators, where I was a visiting professor, is a beacon for the implementation of local cultural policy.",1.145728992520197e-05,"Die Internasionale Skrywers en Vertalersentrum van Rhodes waar ek 'n besoekende professor was, is 'n baken vir die implementering van die plaaslike kultuurbeleid.",2.0683112232578508e-05
9457,Translate this sentence from eng to afr: Step Further Away - A Distortion of the Senses.,1.0913046862720417e-05,Door verder te gaan op - 'N oorblyfsel van die.,1.748327696092312e-05
9458,"Translate this sentence from eng to afr: ""Room service is unnecessarily expensive""",1.314084651211306e-05,'Verpleeghuis onnodig duur',1.5376919957662057e-05
9459,Translate this sentence from eng to afr: Jesus is God (1),2.115513222878041e-05,Proof Jesus Is God (1),7.260852450745304e-06
9460,Translate this sentence from eng to afr: When they heard that they got the inquest postponed two days.,3.3883605924475576e-06,Sy het die gehoor vertel sy is twee dae vantevore geskei.,6.757115751611326e-06
9461,Translate this sentence from eng to afr: This is my First Video.,2.6985558703711442e-05,Dit is my eerste video.,4.931336099411244e-06
9462,Translate this sentence from eng to afr: PGS - Pre-implantation Genetic Screening (where IVF embryos are tested to make sure they have a healthy number of chromosomes before implantation),9.010369953040924e-06,PGS: genetiese sifting voor inplanting (waar IVF-embrio's getoets word om seker te maak dat hulle 'n gesonde aantal chromosome het voor inplanting),1.2984986521163858e-05
9463,"Translate this sentence from eng to afr: Think of it as a deconstructed, reconstructed recipe that's also gourmet, healthy and hearty.",7.318156547892036e-06,"Beskou dit as 'n gedekonstrueerde resep wat ook fynproewers, gesond en lekker is!",6.275473157417008e-06
9464,Translate this sentence from eng to afr: The red thing can go.,1.555755892807957e-05,Alles wat rood is kan weg.,1.4049325435961273e-05
9465,"Translate this sentence from eng to afr: They have paid $51,000 worth of fines and court costs.",6.6574214674381685e-06,Hulle moes regskoste en boetes van $51 000 betaal.,8.74702161129598e-06
9466,"Translate this sentence from eng to afr: Walk around the Champs-Elysees and through Place de la Concorde, the place you will notice the Luxor Obelisk, which the French took from the Egyptians.",6.573934630480967e-06,"Stap deur die Champs-Élysées en deur Place de la Concorde, waar jy die Luxor-Obelisk sien, wat die Franse van die Egiptenare gesteel het.",1.6361543145107762e-05
