,source,source_delfy,target,target_delfy
7420,"Translate this sentence from eng to fil: I do know, however, that they all love our chickens.",2.4326060567642314e-06,Alam ko mahal na mahal natin lahat ang ating mga manok panabong.,5.680264800570039e-06
7421,"Translate this sentence from eng to fil: By the mercy of God, we have arrived!",8.547215225181511e-06,"Sa awa ng Diyos, nakaabot naman kami.",9.855095810028876e-06
7422,Translate this sentence from eng to fil: These events would provide transparency on the project's progress to all the people who involved in the project.,4.86954472533549e-06,Ang mga kaganapan paganahin transparency sa pag-unlad proyekto sa lahat na kasangkot sa proyekto.,3.5213766285810906e-06
7423,"Translate this sentence from eng to fil: Don't worry about the reviewers, they get their earnings as well.",4.595938971286615e-06,"don't worry sa mga talunan, may reward din kayo. kalabasa. hahaha",8.73788690421338e-06
7424,"Translate this sentence from eng to fil: Those would be his last words, though his deeds still reverberate today.",2.21771330770197e-06,"Iyon ang magiging kanyang huling mga salita, kahit na ang kanyang mga gawa ay bumulalas pa rin hanggang ngayon. (Silid aklatan ng Konggreso)",5.348099003900243e-06
7425,Translate this sentence from eng to fil: Disclosure Statement: Kevin LaBar receives funding from the National Institutes of Health and the National Science Foundation.,6.5567967235779565e-06,Disclosure Statement: Si Kevin LaBar ay tumatanggap ng pondo mula sa National Institutes of Health at sa National Science Foundation.,9.072764539149068e-06
7426,"Translate this sentence from eng to fil: comes closer, until there is no longer a gap but a continuum",3.7958747831153397e-06,"ay malapit na, hanggang sa hindi na isang puwang kundi isang continuum",4.699814866548734e-05
7427,"Translate this sentence from eng to fil: More than three-quarters of U.S. workers live paycheck to paycheck, while a significant share of American households would struggle with an unexpected $400 expense.",8.122814414846271e-06,"Mahigit sa tatlong-kapat ng mga manggagawa sa US live paycheck to paycheck, habang ang isang makabuluhang bahagi ng mga sambahayan sa Amerika ay makikibaka sa isang hindi inaasahang gastos sa US $ 400.",6.7656767798024375e-06
7428,"Translate this sentence from eng to fil: 22:25 The Almighty will be your treasure, and precious silver to you.",1.779880737819915e-05,"25At ang Makapangyarihan sa lahat ay magiging iyong kayamanan, at mahalagang pilak sa iyo.",4.4232762341013615e-06
7429,Translate this sentence from eng to fil: But there are other farmers who would tell stories about how hard it is to be a farmer in the Philippines.,1.9594237858072686e-06,Pero may mga iba na nagkukuwento kung gaano kahirap ang maging isang magsasaka dito.,9.676432890974845e-06
7430,Translate this sentence from eng to fil: Then he will be sacked.,5.52307280032194e-06,at siya'y maalis nang tuluyan.,2.1954373101037092e-06
7431,Translate this sentence from eng to fil: You wouldn't want to potentially jeopardize a friendship over this.,1.4604886299273157e-05,Maaaring hindi mo nais na patakbuhin ang panganib na ikompromiso ang pagkakaibigan na iyon.,1.217544929284613e-05
7432,Translate this sentence from eng to fil: who came into the world to save sinners.,7.751952157173428e-06,"[[[[""Tapat ang pasabi, at nararapat tanggapin lahat, na si Kristo Jesus ay naparito sa sanglibutan upang iligtas ang mga makasalanan; na ako ang pinakapinunong makasalanan.]]]]]",5.7928036099256974e-06
7433,Translate this sentence from eng to fil: Includes the Couple's own Profile evaluation so that you can become aware of your love language and that of your enjoyed one.,3.3181175453744746e-06,Kasama ang pagtatasa ng Personal Profile ng Mag-asawa upang matutuklasan mo ang iyong pag-ibig na wika at ng iyong minamahal.,5.049676344075163e-06
7434,Translate this sentence from eng to fil: How to reset the remote control.,6.776515420597993e-06,Paano mag-recycle ng mga remote control.,5.834420180821986e-06
7435,Translate this sentence from eng to fil: And these changes have been associated with a greater risk of depression.,2.0652530225970883e-06,Ang mga pagbabagong ito ay kaugnay na may mas mataas na panganib ng depresyon.,1.4780646642477121e-05
7436,Translate this sentence from eng to fil: Why didn't I think of that name?,4.701375363295735e-07,Bakit di ko naisip iyong nickname na iyon?,4.262344136387657e-06
7437,Translate this sentence from eng to fil: for that matter.... sex is very good!,5.358362022097168e-06,So sex... ok lang talaga!,5.62860098818352e-08
7438,Translate this sentence from eng to fil: Scrapping a Vehicle at the End of Its Life,3.0745816054247953e-06,Pag-recycle ng mga kotse sa pagtatapos ng kanilang buhay,1.0460808379794322e-05
7439,Translate this sentence from eng to fil: Everywhere I Look I Am Reminded of Your Love.,3.803349447915364e-06,"Saang dako man ako tumingin, naalala ko ang iyong pag-ibig.",1.1538053951802133e-06
7440,"Translate this sentence from eng to fil: keeping the peace, taking care of business.",4.49270636925908e-06,"Sa salitang Ingles, taking care of business.",7.759149655648628e-06
7441,"Translate this sentence from eng to fil: Recognizing the musical talents of Tommy and his older brother Phil Emmanuel, their father created a family band, sold the family home and took his family on the road.",5.096103211319069e-06,"Kinikilala ang mga musikal na talento ni Tommy at kanyang kapatid na lalaki Phil, ang kanilang ama ay lumikha ng isang banda ng pamilya, ibinebenta ang bahay nila at kinuha ang kanyang pamilya sa daan.",8.64300493182496e-06
7442,"Translate this sentence from eng to fil: Under the law, government agencies are required to act on simple transactions within three days, complex transactions in seven days, and highly technical transactions in 20 days.",2.447642643566281e-06,"Binigyan ng batas ng mandato ang mga government agencies na iproseso ang simpleng transaksyon sa loob lamang ng 3 araw ang simple transactions, complex transactions ng seven working days, at highly-technical transactions ng 20 working days.",1.289458455722406e-05
7443,Translate this sentence from eng to fil: Women MUST wear dresses all the time.,8.472309914826464e-06,Ang mga babae naka-T-shirt palagi.,6.839907943459694e-06
7444,Translate this sentence from eng to fil: He was worried about himself,2.5045589604431248e-06,Ay nag-aalala tungkol sa kanyang sarili,1.594634424564286e-05
7445,Translate this sentence from eng to fil: an effective starter.,1.289840475315842e-05,Enrijo a Mabisang Panimula.,1.4473244783498216e-05
7446,Translate this sentence from eng to fil: What is the name of the current pope?,2.0246900797527687e-05,Ano ang pangalan ng Kasalukuyang Papa?,1.8943113947281327e-05
7447,Translate this sentence from eng to fil: A guest post is a blog post written by you but published on someone else's blog or website.,4.1013436566981866e-07,Ang isang panauhing post ay simpleng post na isinulat mo at nai-publish sa blog o website ng ibang tao.,7.432768189836301e-06
7448,"Translate this sentence from eng to fil: If it doesn't continue,",2.9382091684526417e-05,"So kung hindi itutuloy 'yon,",3.974873669183041e-06
7449,Translate this sentence from eng to fil: We are all Here for a Purpose...,1.2317498469396909e-05,Narito kaming lahat para sa isang layunin ...,1.4045557348319429e-06
7450,Translate this sentence from eng to fil: It's a phase in your life that you will never EVER forget.,7.259410194618136e-06,isang bahagi ng iyong buhay na hinding-hindo mo malilimutan.,7.021448216868178e-06
7451,Translate this sentence from eng to fil: They do not have an sense of urgency.,8.332139992494091e-06,Wala silang sense of urgency.,1.0790624562495168e-05
7452,Translate this sentence from eng to fil: In one of his books explained how some of the special color has the power to transfer the impression persuasive to someone.,5.24375696575156e-06,Sa isa sa kanyang mga libro ipinaliwanag kung paano ang ilang mga espesyal na kulay ay may kapangyarihan upang ilipat ang mapanghikayat na mga impression sa isang tao.,1.9969930503499578e-05
7453,"Translate this sentence from eng to fil: and I will glorify Him.""",3.4463678307304335e-06,"Pero magpapaalam ako sa kanya.""",1.0803489414575352e-05
7454,"Translate this sentence from eng to fil: They are one, aren't they?",1.532071631139863e-05,"Iisa sila, hindi ba?",8.799498314614507e-06
7455,Translate this sentence from eng to fil: Reelin' in the years.,3.09360965563258e-05,Pamula pa sa Reelin in the Years.,1.0045981834705175e-05
7456,Translate this sentence from eng to fil: This is His gospel.,4.49990349205042e-05,Ito ang Kanyang ebanghelyo.,9.40333362783219e-06
7457,"Translate this sentence from eng to fil: For the good of the community, what else?",1.8178594882753932e-05,"ng pag-ibig sa bayan, ano pa nga ba ang hihigit pa?",1.8250123927568313e-06
7458,Translate this sentence from eng to fil: Maybe you want to speak on stage.,6.0975516477077e-06,"Baka gusto niyong magsalita sa stage?""",2.962889490204123e-06
7459,Translate this sentence from eng to fil: He is spending money that doesn't belong to him.,3.151302312638556e-06,Tumangay sya ng pera na hindi kanya.,6.080747624176802e-06
7460,"Translate this sentence from eng to fil: But don't let that put you off, it's honestly the best lip cream I've used.",2.573714571839563e-06,"Mangyaring huwag tumigil sa pag-iimbak ng hiyas na ito, literal na ang pinakamahusay na moisturizer na ginamit ko.",1.1475331458155095e-05
7461,"Translate this sentence from eng to fil: I thought, ""I need to buy a pregnancy test.""",6.919338264992048e-06,"""So, sabi ko sa kanya, 'Bili ka ng pregnancy test.'",1.1554207890782681e-05
7462,Translate this sentence from eng to fil: The time I spent with you is unforgettable.,1.352806928875855e-05,Ang bawat sandali na ginugol ko sa iyo ay hindi malilimutan.,1.297625367486353e-05
7463,Translate this sentence from eng to fil: More about Takumi Minamino's Dad: Information about the super dad who laid the foundation for his son's career is poorly documented by the media.,5.780346461844004e-06,Karagdagang tungkol sa Tatay ni Takumi Minamino: Impormasyon tungkol sa mga sobrang tatay na naglatag ng pundasyon para sa karera ng kanyang anak ay hindi maganda ang naitala ng media.,5.656936683124646e-06
7464,"Translate this sentence from eng to fil: Perhaps have a page with contact data, and one other with an inventory of services and products.",2.15057018240816e-06,"Marahil ay may isang pahina na may impormasyon ng contact, at isa pa na may isang listahan Bisitahin ang Website ng mga produkto at serbisyo.",2.001334849348689e-05
7465,Translate this sentence from eng to fil: Code of Best Practices in Fair Use for Online Video from the Center for Media and Social Impact.,3.7912146364116567e-06,"Ang ""Code ng Pinakamahuhusay na Kagawian sa Patas na Paggamit para sa Online Video"" ng Center for Media and Social Impact",7.444605827915935e-06
7466,Translate this sentence from eng to fil: (5) The game is played with real money and not casino chips.,1.035256141813381e-05, (5) Ang mga laro ay nilalaro gamit ang totoong pera at hindi chips kasino.,7.1448637043166985e-06
7467,"Translate this sentence from eng to fil: Don't hesitate to PM me, I only bite bedbugs.",5.311792674859911e-06,Ay naku wag mo i-pm noh nagloloko lang ako e.,1.0293255608884435e-05
7468,Translate this sentence from eng to fil: There are four types of computer algorithms:,6.824147536723964e-06,Mayroong apat na uri ng mga algorithm ng computer:,1.16751013061434e-05
7469,Translate this sentence from eng to fil: Going to take blood test today...,1.4620432285291694e-05,Hari ni nak test sikal lipat pulak..,1.5929486411505223e-05
7470,Translate this sentence from eng to fil: It's also important to know how to use,3.534822695372708e-06,Mahalaga rin kung paano mo ito gagamitin,7.272016113672096e-07
7471,Translate this sentence from eng to fil: And they are justified to fear it.,1.0604272634367998e-05,At yaong takot mangatwiran.,8.520830239141342e-06
7472,"Translate this sentence from eng to fil: Well, everyone in the class did......except me.",3.201935455460677e-06,Syempre aatras ang buong klase... maliban sa kin.,5.512551501405816e-06
7473,"Translate this sentence from eng to fil: Damn it, he says to himself.",8.197351319056298e-06,"Shit, sabi niya sa sarili.",6.816242913992847e-06
7474,"Translate this sentence from eng to fil: I was sailing alone, then you came along.",9.136979147121349e-06,Pag solo flight lang ako bka po maka join ako.,7.051920121890255e-06
7475,Translate this sentence from eng to fil: You should take the name of city from your passport.,2.5723370412301345e-06,Dapat mong kunin ang pangalan ng lungsod mula sa iyong pasaporte.,1.0980625448803664e-05
7476,Translate this sentence from eng to fil: This is going to take care of any issue with the program that may be affecting Modern Warfare.,1.1867871293652493e-05,Pangangalagaan nito ang anumang isyu sa programa na maaaring makaapekto sa Modern Warfare.,9.015030516805975e-06
7477,"Translate this sentence from eng to fil: ""Children and families are at the heart of our plan.",1.2104765195746216e-06,Ang tao at ang pamilya ay nasa sentro ng ating mga programa.,4.044951827751123e-05
7478,"Translate this sentence from eng to fil: The ISO 14000 family is mostly concerned with ""environmental management.""",6.139824427443818e-06,"Samantala, ang pamilya naman ng ISO 14000 ay concern sa ""Environmental Management.""",1.645095372836545e-05
7479,Translate this sentence from eng to fil: The fielding position of the player on a baseball team who is stationed between second and third base,3.868386877386437e-06,ang paglalagay ng posisyon ng manlalaro sa isang baseball team na naka-istasyon sa pagitan ng pangalawa at pangatlong base,7.871187557623366e-06
7480,Translate this sentence from eng to fil: You'll be the only one for him...,1.643451345842327e-05,Ikaw ang iisang para sa KANYA....,1.7042588440311682e-05
7481,Translate this sentence from eng to fil: The current population is around 500 people and more than 100 cats.,6.2324708472993904e-06,Ang kasalukuyang bilang ng mga naninirahan dito ay mga 500 katao at mahigit 100 na pusa.,1.2056037849262335e-05
7482,Translate this sentence from eng to fil: So I had to settle for the guy you see here...!!,2.7075231173853786e-06,sya nga pala nakuha ko ung pic na un sa taong pinakiinizan mo!!!!!!!!,8.104976174849503e-06
7483,Translate this sentence from eng to fil: It's called Things A Little Bird Told Me.,2.354961813096159e-06,Ito ang mga salitang naibala sa akin ng munting hibon.,1.223241981836701e-05
7484,Translate this sentence from eng to fil: The Prophet's Care for his Companions,1.6052947718089778e-05,paano inalagaan ng propeta ang kanyang tagasunod,4.156670031782081e-06
7485,Translate this sentence from eng to fil: I'm heart broken by the news of the Connecticut shooting.,1.2197011776192779e-05,Nabigla din ako sa balita about the Connecticut shooting.,6.998155167949179e-06
7486,"Translate this sentence from eng to fil: Num12:6 And he said, 'Hear my words: If there is a prophet among you, I the LORD make myself known to him in a vision, I speak with him in a dream.",1.0837484042725874e-06,"6 At sinabi ni YAH, Dinggin ninyo ngayon ang AKING mga salita: kung mayroon isang propeta na kasama ninyo, ako ang Panginoon ay ipakikilala ang sarili sa kaniya sa isang pangitain, nagsasalita AKO sa kaniya sa isang panaginip.",8.433813159649288e-06
7487,Translate this sentence from eng to fil: Whose batting averages are scrawny,1.3040771888064305e-05,na mga Kabalen ay maging tibubos,1.1360404856654745e-05
7488,Translate this sentence from eng to fil: It feels so good against your skin.,3.6954740703797763e-06,At maganda ang pakiramdam laban sa iyong balat.,9.542771168023637e-07
7489,Translate this sentence from eng to fil: Singing is a miracle.,1.6248211179062245e-05,Ang pag-awit ay isang himala.,3.125221815646351e-05
7490,"Translate this sentence from eng to fil: Meditation on the meaning of the āyah: ""He is with you, wherever you are.""",8.078862958142112e-06,Ang Allâh - ang Ganap na Makapangyarihan ay muling nagsabi: ...At Siya ay kasama ninyo (sa Kanyang Kaalaman) saan man kayo naroon.,2.8967923989788454e-06
7491,Translate this sentence from eng to fil: This is one of my favorite photos in this collection and I certainly love the haircut.,8.276270896862807e-06,Ito ang isa sa aming mga paboritong larawan sa koleksyon na ito at tiyak na gustung-gusto namin ang gupit.,1.4065609457921855e-05
7492,Translate this sentence from eng to fil: For me all it took was a water bottle.,3.1587039659210304e-06,Nung ako na yung kukuha ang binibigay sa akin ay water bottle.,2.0986386893623843e-05
7493,"Translate this sentence from eng to fil: Every day, literally.",1.9300798749515156e-05,"Araw-araw talaga, literal.",1.3132854405057112e-06
7494,"Translate this sentence from eng to fil: ""Quiet racism, I love how God made me, and it's enough.",3.962506046910355e-06,"Tahimik na rasismo, Gustung-gusto Ko Kung Paano Ginawa ako ng Diyos, at Sapat na Ito.",1.0036602340327816e-05
7495,Translate this sentence from eng to fil: All of it started out with a simple lunch meeting.,6.448378916432502e-06,Nagsimula ang lahat ng ito sa simpleng pag-uusap sa tanghalian.,2.1071776437180756e-05
7496,Translate this sentence from eng to fil: He wasn't listening to the medical experts.,1.1405298332682844e-05,Ayaw pa niya makinig sa health experts.,7.772784919097822e-06
7497,Translate this sentence from eng to fil: The combined sales tax rate in the City of Carson is currently 9.5%.,1.557023151158901e-05,Ang pinagsamang rate ng buwis sa pagbebenta sa Lungsod ng Carson ay kasalukuyang 9.5%.,7.732285960786244e-06
7498,"Translate this sentence from eng to fil: Happily, Chico State has seen the light.",7.635681773469744e-06,"Fortunately, nakita pala ng traffic police yung",9.8295861248718e-06
7499,Translate this sentence from eng to fil: She's got no time for lies and values the truth no matter how hard it is to hear.,3.919186142683817e-06,Wala siyang oras para sa mga kasinungalingan at pinahahalagahan ang katotohanan kahit gaano kahirap pakinggan.,3.128523201018503e-06
7500,Translate this sentence from eng to fil: Get closer to god with this king james bible app for android.,2.927653836821138e-06,Kumuha ng mas malapit sa Diyos na may ganitong King James Bible app para sa Android.,8.595549604181954e-06
7501,Translate this sentence from eng to fil: You may fill out the following form and we will be in contact with you shortly to provide the information you need. (* indicates required fields).,7.1209677849331086e-06,Maaari mong punan ang sumusunod na form at-ugnayan kami sa iyo sa ilang sandali upang magbigay ng impormasyon na kailangan mo. (* ay nagpapahiwatig ng kinakailangang mga patlang).,7.207598743472758e-06
7502,"Translate this sentence from eng to fil: Or for the phone number of ""Assassins R Us?""",9.84511680893197e-06,"Kamusta naman sa mga ""binata"" natin ng RP?",1.2351037685988535e-05
7503,"Translate this sentence from eng to fil: ""And now you are interviewing me.",3.184022155763405e-06,"At saka, ini-interview n'yo na ako ngayon.",5.708464522166361e-06
7504,"Translate this sentence from eng to fil: ""Keep the change!"" he",4.3223861895659724e-05,"""Keep the change!"" // Nagtatakbo si May sa",1.390334904230526e-05
7505,"Translate this sentence from eng to fil: When Han Xin heard that, he nodded.",9.357999075853006e-06,Nang kanyang marinig iyon at walang tutol siyang sumunod.,2.208679353497516e-06
7506,Translate this sentence from eng to fil: NB: you do not need to read everything.,4.369673436743029e-06,Rabe: Hindi mo kailangang maunawaan ang lahat.,4.86875148036095e-06
7507,Translate this sentence from eng to fil: the product is water.,2.4934597145314545e-05,Tubig ang produkto.,4.934308388719821e-14
7508,Translate this sentence from eng to fil: This may have been God's way of,3.4290978603211614e-05,Maaaring ito ang pamamaraan ng Diyos,2.7690166934428402e-05
7509,Translate this sentence from eng to fil: Important decisions in life.,1.397103480478114e-05,mga ilang mahahalagang desisyon sa buhay.,7.733788444349218e-06
7510,"Translate this sentence from eng to fil: because, of course, they don't -- tedtalks",3.1811009809936693e-06,Sapagkat Hindi - Bulatlat,1.1360404856654745e-05
7511,Translate this sentence from eng to fil: We live at the end of a dead end road with only 1 other house and zero traffic.,2.6464495851132097e-06,Nakatira kami sa isang mahabang street na dead end ang dulo at iisa lang ang pasukan at labasan.,1.3265184592094354e-05
7512,"Translate this sentence from eng to fil: I love a laugh, even when times have been challenging.",8.078007125589272e-06,"mahilig akong tumawa, kahit may problema nakukuha pa ring tumawa parang tanga.",4.5299129895751295e-06
7513,Translate this sentence from eng to fil: I help my father in work.,9.470614083186498e-07,"""Tinutulungan ko si Papa sa trabaho.",3.245638760332219e-06
7514,"Translate this sentence from eng to fil: The back will be open.""",2.8518826268932144e-05,"Bukas na ang balik.""",2.3934057575517956e-05
7515,"Translate this sentence from eng to fil: The scientist, who invented the first compound microscope was",1.6795134586996784e-05,na nag-imbento ng unang compound microscope,8.755129646243294e-06
7516,"Translate this sentence from eng to fil: The blind man replied, ""Rabboni, I want to see again.""",9.06080672804179e-06,"Sinabi ng lalaking bulag, ""Rabboni,† ibig kong muling makakita.""",3.99425301239106e-06
7517,"Translate this sentence from eng to fil: How to play the online game During the Second World War, all of it was hard and scary, especially when their ship was attacked by enemies, but not so brave soldier like you.",2.759201447245116e-06,"Paano maglaro ng online game Sa panahon ng Ikalawang Digmaang Pandaigdig, ang lahat ng mga ito ay mahirap at nakakatakot na, lalo na kapag ang kanilang mga barko ay inaatake sa pamamagitan ng mga kaaway, ngunit hindi kaya matapang na kawal na tulad mo.",2.076326443335149e-05
7518,Translate this sentence from eng to fil: stole the ball from,1.5676758274723665e-05,mahawakan ang bola mula sa ere ay,1.0417994218131753e-05
7519,Translate this sentence from eng to fil: and he would heal all who came to Him.,6.001452268013482e-06,Pinagaling niya ang lahat na lumapit sa Kanya.,1.7040607284982117e-05
7520,"Translate this sentence from eng to fil: 21 This I bring back to my mind, therefore have I hope.",1.3013710256048196e-06,21 Ito ang ginugunita ko sa aking pagiisip; kaya't may pagasa ako.,3.474310043637246e-06
7521,"Translate this sentence from eng to fil: I choose what you will be, I choose when you live, and I choose when you die.""",2.3371512443556802e-08,"Ikaw ang pinili ko, ikaw ang pipiliin ko at ikaw ang gusto kong makasama.""",7.167493404515114e-06
7522,"Translate this sentence from eng to fil: Congratulations, you both passed....",2.0532441675405277e-05,"Congrats pare, ang galing mo naman...",8.164364621163207e-06
7523,"Translate this sentence from eng to fil: AbleFtp is designed with automation in mind, so you do not have to spend time interactively transferring files. ...",6.676430560326601e-06,"JaSFtp ay dinisenyo na may automation sa isip, kaya hindi mo na kailangang gumastos ng oras interactively paglilipat ng mga file.",5.460299096098465e-06
7524,"Translate this sentence from eng to fil: As our global population is projected to live longer than ever before, it's important that we find ways of helping people live healthier for longer.",5.3951801853989636e-06,"Tulad ng ating pandaigdigang populasyon inaasahang mabuhay nang mas mahaba kaysa dati, mahalaga na makahanap tayo ng mga paraan upang matulungan ang mga tao na mabuhay nang mas malusog nang mas mahaba.",8.433971303544467e-07
7525,Translate this sentence from eng to fil: The hague convention,1.068993218940763e-05,Ang Hague kombensyon,1.7984374270825282e-05
7526,"Translate this sentence from eng to fil: It takes two weeks to starve, but 10 days without sleep can kill you.",1.969810964906955e-06,"Inaabot ng dalawang linggo para matiis ang gutom, pero ang sampung araw na kulang sa pagtulog ay maaaring ikamamatay.",6.09929593575981e-06
7527,Translate this sentence from eng to fil: John becomes frightened and runs away.,5.245627967374088e-06,Baka matakot si John at tumakbo palayo.,4.898551404544594e-06
7528,Translate this sentence from eng to fil: These services use geo-blocking to control who can view their content.,2.529931175615963e-06,Ang ilang mga hoster ng nilalaman ay gumagamit ng geo-locking upang makontrol kung sino ang makakakita ng kanilang nilalaman.,5.635548813883663e-06
7529,Translate this sentence from eng to fil: Local Government needs to come home.,3.4136445593094463e-06,"Aniya, kailangang magbahay-bahay ang mga lokal na pamahalaan.",4.359453690209904e-06
7530,Translate this sentence from eng to fil: In those there is a good example for whosoever hopes for Allah and the Last Day.,3.3834006077564795e-06,"""Katotohanang nasa (katauhan ng) Sugo ng Allah, ang isang magandang huwaran na dapat tularan para sa kanya na umaasa (sa pakikipagharap) sa Allah at sa Huling Araw, at lagi nang nag-alaala sa Allah tuwina.""",6.579518358475631e-06
7531,"Translate this sentence from eng to fil: ""My mom and I came here when I was thirteen.",3.916242419011591e-06,"""Kami ni Mommy, noong thirteen years old ako!",4.611088422566949e-06
7532,Translate this sentence from eng to fil: Jimmy Connors results with 109.,5.6328786884777195e-06,Ito ay si Jimmy Connors na may 109 na panalo.,2.2489947085327305e-05
7533,Translate this sentence from eng to fil: • Giving parents access or the ability to request access to personal information we have collected from their children and the ability to request that the personal information be changed or deleted.,8.43799740451954e-07,Pagbibigay sa mga magulang ng access o kakayahang humingi ng access sa personal na impormasyong nakolekta namin mula sa kanilang mga anak at kakayahang hilinging baguhin o i-delete ang naturang personal na impormasyon.,4.139970107901553e-06
7534,"Translate this sentence from eng to fil: Homes in the United States can be apartments (a self-contained part of a larger building), a single house, or a room in a house.",5.3881368366972135e-06,Homes sa Estados Unidos ay maaaring maging apartments (isang self-contained na bahagi ng mas malaking gusali) o ng isang solong bahay.,6.698511130202602e-06
7535,"Translate this sentence from eng to fil: ""We suffer to this day.""",1.98227865868596e-05,"""I-celebrate natin ang araw na ito.""",5.6853843886481e-06
7536,Translate this sentence from eng to fil: So there might be a surprise!,6.716879647029157e-06,"Well, pagkatapos sorpresa ay maaaring dumating!",3.3147234087507986e-06
7537,"Translate this sentence from eng to fil: As it says in the book of Colossians, ""For by Him were all things created, both which are in heaven and which are on earth.""",1.2925810903137655e-06,"Ganito ang sabi ng makalangit na mga nilalang hinggil sa kaniya: ""Nilalang mo ang lahat ng bagay, at dahil sa iyong kalooban ay umiral sila at nalalang.""",1.6185544040356946e-05
7538,"Translate this sentence from eng to fil: Yeah, I've tried to use their website.",1.3906594591519487e-06,"Di ba, sumubok naman akong nag-apply sa lugar mo",5.994791423608427e-06
7539,Translate this sentence from eng to fil: What I've been doing all day?,1.6739566189929113e-07,Ano nga ba nagawa ko maghapon?,9.002907848235833e-06
7540,Translate this sentence from eng to fil: In this way we show ourselves to be sons of the Father.,3.98626762620658e-06,Patunayan natin na tayo ay mga anak ng ating Ama.,3.901550087394161e-06
7541,Translate this sentence from eng to fil: I go back to when we were young,5.485471872398799e-06,Babalik ako sa kung saan tayo ay mga bata pa,1.1046205375591214e-05
7542,Translate this sentence from eng to fil: The skin does not get required elements and develops unhealthy condition.,4.1449896338857425e-06,Ang skin ay hindi makakuha ng kinakailangang mga sangkap at develops masama sa katawan na kondisyon.,8.371951865829045e-06
7543,"Translate this sentence from eng to fil: ""W-why do I have to have a family like this?""",2.4377653380841286e-06,"""Bakit ba kasi nagkaroon pa ako ng pamilyang ganito?""",4.179304047516515e-06
7544,"Translate this sentence from eng to fil: Thus, when studying for a degree in the UAE, you can apply for internships, work experience, or jobs to help finance your expenses and develop your CV.",5.6943589767233715e-06,"Kaya, kapag nag-aaral para sa isang degree sa UAE, maaari kang mag-aplay para sa mga internship, karanasan sa trabaho, o mga trabaho upang matulungan ang pananalapi ng iyong mga gastos at paunlarin ang iyong CV.",9.839009113809532e-06
7545,"Translate this sentence from eng to fil: ""You can argue that is paying off.",1.353257971353077e-05,"""Ito pwede niyong sabihin na suhol.",1.1949115129805851e-05
7546,"Translate this sentence from eng to fil: In your mind's eye, visualise the first",8.048846585114177e-06,Sa pagmulat ng mga mata ikaw ang unang naiisip,1.519280612199128e-05
7547,"Translate this sentence from eng to fil: ""You are new to the band, aren't you.",1.4369786871121213e-05,"You're new to the band, aren't you? sa loob ng isang taon na ang nakalipas",1.8578227531551364e-05
7548,"Translate this sentence from eng to fil: It's amazing and horrible, because you're seeing yourself.",1.9987955284658267e-06,"Ito ay isang napaka-kawili-wili at masaya, makita ito para sa iyong sarili ngayon.",4.807615459723497e-06
7549,"Translate this sentence from eng to fil: ""A certain Samaritan, as he journeyed, came where he was: and when he saw him, he had compassion on him"" (Luke 10:33)",5.88757996213104e-06,"""Ang isang Samaritano, sa kaniyang paglalakbay, ay dumating sa kinaroroonan niya: at nang siya'y makita niya, ay nagdalang habag"" (Lucas 10:33)",7.713634253005854e-06
7550,Translate this sentence from eng to fil: first house built for the worship of the One True God.,8.301136317039903e-06,Ang Kabah ay ang unang bahay-dasalan na itinayo para sumamba sa Nag-iisa't Tunay na Panginoon ng lahat ng tao.,1.3910314998449119e-05
7551,"Translate this sentence from eng to fil: Isaiah 12:4 And in that day you will say, ""Give thanks to the LORD, call on His name.",3.845599238475617e-06,"ISAIAS 12:4- AT SA ARAW NA YAOY inyong sasabihin,mangagpasalamat kayo sa panginoon kayoy magsitawag sa kanyang pangalan"" sabihin ninyo ang kanyang pangalan ay marangal""",6.301069134094665e-06
7552,Translate this sentence from eng to fil: My husband also likes to spend money if it's there.,7.378828458329133e-06,"Ang aking asawa ay mahilig gumasta ng pera, samantalang ako",5.072637749312226e-06
7553,Translate this sentence from eng to fil: How to get visa for Turkey from the U.S.A?,1.242844337759098e-05,Paano makakuha ng visa para sa Turkey mula sa US?,1.5131560787651904e-05
7554,Translate this sentence from eng to fil: They all lead to worship.,2.922297688238792e-05,Nakatuon ka lang lahat sa pagsamba eh.,4.050519600196593e-08
7555,Translate this sentence from eng to fil: I understand if you have insecurities.,5.9575627353790425e-06,Maiintindihan ko kung may kapansanan ka.,2.0538705197903324e-06
7556,"Translate this sentence from eng to fil: There are a number of different types of cookies; however, our website uses:",3.2206363723293674e-06,"Mayroong isang bilang ng mga iba't ibang uri ng cookies, gayunpaman, ang aming website ay gumagamit ng:",1.2755424682228349e-06
7557,Translate this sentence from eng to fil: Klaus Schafler lives and works in Vienna.,8.861637982841327e-06,Klaus Ebner buhay at gumagana sa Vienna.,1.2576333912641103e-05
7558,"Translate this sentence from eng to fil: Fox Corporation (abbreviated Fox Corp. and informally ""New Fox""; simply called as Fox) is an American news media company headquartered in Midtown Manhattan, New York City.",7.3244793625986425e-06,"Ang Fox Corporation (pinaikling Fox Corp. at impormal na ""New Fox""; simpleng tinawag bilang Fox) ay isang kumpanya ng media ng Amerikano na nakaykaykad sa Midtown Manhattan, New York City.",7.73124285627576e-06
